18,草堂小学学区房+70年产权+水电气全通+租金2千以上,浣花长乐坊??2室1厅??66.7平米??南,浣花溪二手房/中楼层(共4层)/2006年建塔楼,房本满两年随时看房,62万,9296 元/m2,17人看过此房
19,电梯跃层套一  户型方正  精装修,新巢小区二期??1室1厅??62平米??南,广福桥二手房/中楼层(共7层)/2005年建板楼,石室双楠实验学校距离3号线高升桥站406米房本满两年随时看房,60万,9678 元/m2,24人看过此房
20,万科三期式花园洋房 楼顶带花园 纯清水 赠送面积超大,万科魅力之城三期??3室2厅??187平米??南 北,成渝立交二手房/高楼层(共4层)/2008年建板塔结合,树德小学距离2号线成渝立交站438米房本满两年随时看房,275万,14706 元/m2,15人看过此房
21,地铁口 果壳里的城 套三单卫 高楼层清水,果壳里的城??3室2厅??88平米??东,龙泉驿城区二手房/高楼层(共34层)/2012年建塔楼,距离2号线书房站1061米房本满两年随时看房,58万,6591 元/m2,15人看过此房
22,卫居苑 标准套三 健康楼层 拎包入住 正读石室双楠,卫居苑??3室2厅??105.86平米??南,双楠二手房/中楼层(共7层)/1999年建板楼,距离3号线红牌楼站1188米房本满两年独家随时看房,91万,8597 元/m2,1人看过此房
23,稀缺内跃带花园，正读草小！带外墙砖商品房小区！随时看,百花雅园??3室1厅??127平米??南,浣花溪二手房/高楼层(共5层)/1991年建板楼,草小本部距离4号线中医大省医院站1050米,200万,15749 元/m2,12人看过此房
24,凯丽香江稀缺套三，楼王户型，全面看河，超大阳台，朝北,蓝光凯丽香江??3室2厅??90.98平米??北,琉璃场二手房/中楼层(共42层)/2009年建板塔结合,盐小锦馨分校独家随时看房,125万,13740 元/m2,19人看过此房
25,红牌楼，地铁口，赠送30平米花园加车位,红牌楼广场??3室2厅??104.62平米??西北,丽都二手房/低楼层(共17层)/2007年建板楼,距离3号线红牌楼站69米独家随时看房,146万,13956 元/m2,16人看过此房
26,通透户型 采光极好 舒适温馨 中间黄金位置 诚售~！,上锦雅筑??2室1厅??82.28平米??南,城南宜家二手房/高楼层(共18层)/2006年建板塔结合,桐梓林小学距离1号线火车南站站108米房本满两年独家,75万,9116 元/m2,8人看过此房
27,光华泡小 学区房 套三双卫 卧室带大阳台 诚心出售,瑞通凯域??3室2厅??120.55平米??南,贝森二手房/中楼层(共11层)/2006年建板塔结合,泡小境界分校距离4号线清江西路站835米独家随时看房,98万,8130 元/m2,13人看过此房
28,佳乐豪华装修，共三层，三室同堂，轻松到位,佳乐国际城??4室2厅??202平米??南,毗河二手房/低楼层(共7层)/2012年建板楼,独家随时看房,168万,8317 元/m2,14人看过此房
29,海蓉新邨 精装套二 位置好 有名额 读川大附小 ,海蓉新邨??2室1厅??56.57平米??南,棕北二手房/中楼层(共7层)/1999年建板楼,川大附小本部满五年唯一独家,59万,10430 元/m2,9人看过此房
,title,where,other,chanquan,price,price-pre,square
0,万家湾 花园复式洋房 跃三层 带花园,心灵家园??4室1厅??137平米??东,外光华二手房/低楼层(共8层)/2013年建塔楼,同辉小学距离4号线中坝站709米独家随时看房,193万,14088 元/m2,15人看过此房
1,复地经典141套四清水，带车位，对中庭。,复地雍湖湾??4室2厅??141平米??西,大源二手房/高楼层(共31层)/2012年建板塔结合,临江小学独家随时看房,279万,19788 元/m2,19人看过此房
2,月光诚品 中庭楼王带车位 精装带家具家电出售,月光诚品??2室1厅??89平米??南,红牌楼二手房/低楼层(共12层)/2011年建板楼,房本满两年,110万,12360 元/m2,2人看过此房
3,带50㎡大花园 对中庭位置安静 采光ok没有问题,育才竹岛??3室2厅??131.92平米??南,远大二手房/低楼层(共24层)/2008年建板楼,世纪城南路学校距离1号线天府五街站476米房本满两年随时看房,130万,9855 元/m2,8人看过此房
4,七彩花都2期惊现绝世顶楼挑高，跃层带花园好房。,七彩花都A区??2室2厅??85平米??南,花都大道二手房/高楼层(共5层)/2008年建板楼,温江光华实验小学房本满两年随时看房,57万,6706 元/m2,15人看过此房
5,【果壳套一变套二 简单装修 中间楼层】,果壳里的城??1室1厅??60平米??南,龙泉驿城区二手房/中楼层(共34层)/2012年建塔楼,距离2号线书房站885米房本满两年随时看房,41万,6834 元/m2,18人看过此房
6,地铁口套四，投资首选！,晋元鸿阁一号??4室2厅??116平米??南 北,四河二手房/中楼层(共18层)/2009年建塔楼,银都紫藤小学距离1号线广都站424米房本满两年独家随时看房,120万,10345 元/m2,9人看过此房
7,套三双卫 简单装修 赠送大 户型稀缺,东山国际新城D区??3室2厅??100.8平米??东北,东山二手房/中楼层(共18层)/2011年建板塔结合,房本满两年随时看房,59万,5854 元/m2,19人看过此房
8,标准3房 全实木自住装修 金牛区户口 毗邻体育公园,远洋朗郡??3室2厅??92平米??南,高家庄二手房/低楼层(共17层)/2012年建板楼,房本满两年随时看房,88万,9566 元/m2,18人看过此房
9,智能三期2楼套二，总价55万，投资刚需都可以,交大智能三期??2室1厅??57平米??南,九里堤二手房/低楼层(共9层)/2001年建板楼,锦西实小房本满两年随时看房,55万,9650 元/m2,12人看过此房
10,地铁口学区三房 多层2楼 户型优质 配套齐全,双楠华苑??3室2厅??109平米??南,双楠二手房/低楼层(共7层)/2000年建板楼,石室双楠实验学校距离3号线红牌楼站898米随时看房,93万,8533 元/m2,16人看过此房
11,小区中庭位置 视野开阔 出门就是公园 紧邻地铁口 ,棠湖泊林镇??3室2厅??119平米??南,双流城区二手房/高楼层(共14层)/2011年建板楼,房本满两年随时看房,85万,7143 元/m2,19人看过此房
12,〖纯公园式小区 双铁房〗〖户型方正+低总价+诚售〗,派克公馆??2室2厅??89.36平米??南,成外二手房/高楼层(共18层)/2011年建板塔结合,犀浦实验小学距离2号线金周路站860米房本满两年随时看房,62万,6939 元/m2,16人看过此房
13,居家稀缺套二 带大阳台 轻松改套三 低楼层 即买即赚,锦江城市花园二期??2室1厅??72平米??西北,三圣乡二手房/低楼层(共34层)/2010年建塔楼,锦江外国语小学房本满两年随时看房,58万,8056 元/m2,17人看过此房
14,玲珑郡精装套一，户型正，采光好。,玲珑郡??1室1厅??53平米??南,簇桥二手房/中楼层(共9层)/2012年建板楼,龙江路小学武侯新城分校房本满两年随时看房,45万,8491 元/m2,21人看过此房
15,中等装修，保养得非常好，超大阳台对中庭,润扬北城1号??2室1厅??85.6平米??西北,新都城区二手房/中楼层(共18层)/2013年建塔楼,香城小学房本满两年随时看房,65万,7594 元/m2,11人看过此房
16,简装温馨套二  香江花园标准套二,香江花园??2室1厅??64平米??南,东光小区二手房/高楼层(共6层)/2003年建板楼,盐道街小学得胜分校房本满两年随时看房,64万,10000 元/m2,16人看过此房
17, 正读人北小 户型通透房子 适合居住 坐北朝南  ,金港兴城??1室0厅??112平米??南,马鞍路二手房/低楼层(共7层)/2000年建板楼,人民北路小学西区距离1号线人民北路站1007米满五年唯一随时看房,115万,10268 元/m2,1人看过此房
18,泡小西区 稀缺顶跃 有名额 带花园,水岸格林??5室3厅??120.58平米??南 北,光华泡小二手房/高楼层(共7层)/2003年建板塔结合,泡小西区房本满两年随时看房,125万,10367 元/m2,8人看过此房
19,李家沱平安苑标准套二带屋顶花园地铁学期房,平安苑??2室1厅??69.49平米??东,金牛万达二手房/高楼层(共7层)/2003年建板楼,人北实验小学房本满两年随时看房,65万,9354 元/m2,16人看过此房
20,2梯3户居家实用+视野宽广安静舒适+全阳台通透户型,派克公馆??2室2厅??88平米??南 北,成外二手房/低楼层(共18层)/2011年建板塔结合,犀浦实验小学距离2号线金周路站647米房本满两年随时看房,65万,7387 元/m2,16人看过此房
21,精装套二  杨柳河顺风顺水 满五年 免5.6营业税,江南房子??2室1厅??87平米??东北,温江老城二手房/中楼层(共6层)/2006年建板楼,房本满两年随时看房,44万,5058 元/m2,17人看过此房
22,带入户花园.客厅出阳台视线好.户型方正采光好,七彩花都A区??3室2厅??122.5平米??西南,花都大道二手房/中楼层(共5层)/2008年建板楼,温江光华实验小学房本满两年随时看房,72万,5878 元/m2,20人看过此房
23,悉尼湾大房子 地铁口 对中庭! 单价低,汇融悉尼湾库吉岛??4室2厅??139平米??北,大丰二手房/中楼层(共26层)/2008年建板塔结合,石犀小学房本满两年随时看房,82万,5900 元/m2,10人看过此房
24,2.5环 稀缺1楼跃层带花园 投资 交大花园武侯小区,交大花园武侯小区??3室2厅??157.28平米??南,五大花园二手房/低楼层(共7层)/2000年建板楼,房本满两年随时看房,106万,6740 元/m2,10人看过此房
25,华润小洋房  您想象不到的超大赠送,华润银杏华庭??4室2厅??140平米??南,五块石二手房/低楼层(共6层)/2012年建板塔结合,五块石小学房本满两年随时看房,248万,17715 元/m2,6人看过此房
26,领馆区稀缺户型套三 正对小区中庭 赠送超大阳台  ,领馆区1号??3室2厅??118平米??南,中和二手房/中楼层(共32层)/2009年建塔楼,世纪城南路学校距离1号线天府三街站897米房本满两年随时看房,95万,8051 元/m2,8人看过此房
27,艺锦湾一楼带花园套三装修房,艺锦湾二期??3室2厅??116.54平米??南,龙泉驿城区二手房/低楼层(共6层)/2013年建板塔结合,距离2号线书房站403米房本满两年随时看房,112万,9611 元/m2,8人看过此房
28,本小区仅此一套清水套一，明厨明卫，带阳台！,海科名城??1室1厅??48平米??西,温江大学城二手房/高楼层(共18层)/2011年建板楼,房本满两年随时看房,25万,5209 元/m2,17人看过此房
29,中庭楼王户型黄金三跃四，南北通透明厨明卫精装修,交大广厦小区??4室2厅??250平米??南,五大花园二手房/低楼层(共3层)/2000年建板楼,磨小分校房本满两年随时看房,135万,5400 元/m2,20人看过此房
,title,where,other,chanquan,price,price-pre,square
0,驿鑫乡卿城，标准套三双卫，装修的标准清水的价格！,驿鑫乡卿城??3室2厅??123.6平米??东,草金立交二手房/中楼层(共13层)/2007年建板楼,房本满两年随时看房,93万,7525 元/m2,11人看过此房
1,南三环五段带超级大平台70平米 稀缺中间楼层套二,美洲花园一期??2室1厅??84.43平米??南,新北二手房/中楼层(共7层)/2005年建板楼,房本满两年随时看房,80万,9476 元/m2,6人看过此房
2,地铁房、学区房，果壳里的城，九月不买房，一年都白忙,果壳里的城??4室2厅??119平米??南,龙泉驿城区二手房/中楼层(共34层)/2012年建塔楼,距离2号线书房站617米房本满两年随时看房,80万,6723 元/m2,6人看过此房
3,稀缺临河小区 安静前后 带花园顶跃,上优水岸??3室2厅??120平米??南,航空港二手房/高楼层(共6层)/2006年建板楼,川大西航港实小房本满两年随时看房,72万,6000 元/m2,8人看过此房
4,世豪金河谷一期客厅正带L型阳台落地窗 视野无敌,世豪金河谷??4室2厅??159平米??东南,光华大道沿线二手房/高楼层(共26层)/2016年建板塔结合,房本满两年随时看房,115万,7233 元/m2,10人看过此房
5,87㎡ 清水套三双卫 不临街 中间楼层朝南对中庭,上东阳光美悦林??3室1厅??87平米??南,洪河二手房/中楼层(共33层)/2012年建塔楼,房本满两年随时看房,69万,7932 元/m2,15人看过此房
6,二环边上套一   精装修  无营业税,幸福时光??1室0厅??35.17平米??南,丽都二手房/低楼层(共11层)/2003年建板楼,红牌楼小学距离3号线红牌楼站794米房本满两年独家随时看房,31万,8815 元/m2,20人看过此房
7,顶跃《一跃三》一楼做客厅，二楼做主卧，三楼做书房花园,华润橡树湾A区??5室2厅??54平米??西南,橡树湾二手房/高楼层(共34层)/2013年建板塔结合,思源小学房本满两年随时看房,70万,12963 元/m2,17人看过此房
8,跃层的哈，高端大气，花园围绕卧室一圈，很大的哦,玺印上院??4室2厅??152.43平米??南 北,龙泉驿城区二手房/高楼层(共6层)/2006年建板塔结合,距离2号线龙平路站598米房本满两年随时看房,91万,5970 元/m2,7人看过此房
9,久居福跃层大套三  可跃三层,和贵久居福??4室2厅??137平米??南,航空港二手房/高楼层(共18层)/2008年建板塔结合,川大西航港实小房本满两年随时看房,90万,6570 元/m2,9人看过此房
10,蜀汉路羊犀立交地铁 黄金三楼 精装 多层园林小区,德意馨苑??3室2厅??128平米??东南,金沙二手房/中楼层(共6层)/2003年建板塔结合,蜀汉外国语实验小学距离2号线羊犀立交站334米房本满两年随时看房,115万,8985 元/m2,18人看过此房
11,府河边平层大套二 南北通透 实际面积大 住家首选,星辉东路19号??2室2厅??98.5平米??南,马鞍路二手房/中楼层(共7层)/塔楼,距离3号线红星桥站738米满五年唯一,87万,8833 元/m2,0人看过此房
12,幸福枫景 155平米，套三可做套四，主卧带阳台，,幸福枫景??3室2厅??155.8平米??东南,茶店子二手房/中楼层(共11层)/2001年建板塔结合,茶店子小学南区房本满两年,175万,11233 元/m2,13人看过此房
13,地铁1号线广都站口，清水套二，带屋顶花园。,司南??2室2厅??87.71平米??东,四河二手房/高楼层(共32层)/2017年建板塔结合,银都紫藤小学距离1号线广都站499米独家随时看房,90万,10262 元/m2,27人看过此房
14,直接上户，学区房高新区全新精装套2，对中庭视野无遮挡,上锦颐园??2室2厅??91平米??西南,红光二手房/高楼层(共27层)/2008年建板塔结合,独家随时看房,44万,4836 元/m2,26人看过此房
15,中海龙湾半岛 清水套四 叠拼洋房 有单独车位 另算,中海龙湾半岛??4室2厅??213.62平米??南 北,龙湾二手房/低楼层(共8层)/2009年建板楼,川大附小清水河校区房本满两年,400万,18725 元/m2,11人看过此房
16,龙湖稀缺93平米方正户型、精装修、房东诚心出售,龙湖弗莱明戈二期??3室2厅??93平米??南,郫县城区二手房/低楼层(共34层)/2012年建板塔结合,独家随时看房,76万,8173 元/m2,25人看过此房
17,翠云庭,翠云庭??3室2厅??118平米??南,航空路二手房/低楼层(共12层)/2002年建板楼,科华中路小学距离1号线桐梓林站226米满五年唯一,130万,11017 元/m2,0人看过此房
18,配套完善！学区房！,保利百合花园??4室2厅??101平米??北,大源二手房/中楼层(共32层)/2014年建板塔结合,随时看房,180万,17822 元/m2,39人看过此房
19,琉璃厂大户型套一 拎包即可入住 黄金楼层,金像苑??1室1厅??59平米??北,琉璃场二手房/中楼层(共7层)/2000年建板楼,盐道街小学得胜分校满五年唯一,45万,7628 元/m2,0人看过此房
20,2.5环内，正读成华实验小学，八里菜市场旁，客厅带阳,宝泰家园??2室2厅??86平米??南,八里小区二手房/低楼层(共27层)/2011年建塔楼,成华实验小学北校区独家随时看房,80万,9303 元/m2,29人看过此房
21,45万买套二，价格优惠的不能再优惠了,首创东公元??2室2厅??79平米??西 北,龙泉驿城区二手房/中楼层(共34层)/2012年建板塔结合,距离2号线界牌站973米独家随时看房,45万,5697 元/m2,24人看过此房
22,一环路北三段92号 2室1厅 63万,一环路北三段92号??2室1厅??62.92平米??北,马鞍路二手房/低楼层(共7层),房本满两年独家,63万,10013 元/m2,1人看过此房
23,正成套三双卫 卧室带阳台 带装修诚心出售,正成艺墅洋房??3室2厅??89.9平米??南,外光华二手房/中楼层(共9层)/2009年建板楼,距离4号线蔡桥站1181米独家随时看房,69万,7676 元/m2,25人看过此房
24,中铁西郡英华二期 3室2厅 56万,中铁西郡英华二期??3室2厅??109平米??东南,红光二手房/低楼层(共31层)/2013年建塔楼,思源小学房本满两年独家,56万,5138 元/m2,1人看过此房
25,花城精装大套三可以直接拎包入住  ，直接上户地铁学区,富丽花城??3室2厅??111.1平米??北,动物园二手房/低楼层(共18层)/2008年建板楼,北新实验小学满五年唯一,95万,8551 元/m2,0人看过此房
26,橙花稀缺，套二带书房，单价总价低，业主诚心出售,橙花风景??2室1厅??89.71平米??北,光华泡小二手房/中楼层(共29层)/2008年建塔楼,泡小西区独家随时看房,95万,10590 元/m2,25人看过此房
27,套二顶楼清水，南北通透，户型方正，采光很好,经天路4号??2室1厅??72平米??南,琉璃场二手房/高楼层(共6层)/2000年建板楼,盐道街小学得胜分校满五年唯一,52万,7223 元/m2,0人看过此房
28,正读成华实验小学，地铁7号线，全新豪华装修套三,宝泰家园??3室2厅??150平米??南,八里小区二手房/中楼层(共27层)/2011年建塔楼,成华实验小学北校区房本满两年,150万,10000 元/m2,16人看过此房
29,成都链家优质房源，您的精装全配，拎包入住的爱情公寓,燕宇康品??2室1厅??86.5平米??南,抚琴小区二手房/低楼层(共26层)/2009年建塔楼,抚琴小学距离2号线白果林站590米独家随时看房,93万,10752 元/m2,31人看过此房
,title,where,other,chanquan,price,price-pre,square
0,蜀郡电梯 稀缺 跃层  顶楼带花园 ,蜀郡??3室2厅??118平米??北,华阳二手房/高楼层(共26层)/2010年建塔楼,距离1号线天府五街站1014米房本满两年,165万,13984 元/m2,11人看过此房
1,双证+精装，标准两居室，拎包入住,天府明珠花园??2室1厅??100平米??东南,犀浦二手房/高楼层(共6层)/2005年建板楼,犀浦实验小学距离2号线犀浦站1008米满五年唯一,55万,5500 元/m2,0人看过此房
2,纯清水套三  小区环境优美  稀缺多层,华西花园一期??3室2厅??88.62平米??南,万年场二手房/高楼层(共6层)/2010年建板楼,独家随时看房,65万,7335 元/m2,30人看过此房
3,海骏达北区68㎡套二 中等装修满两年 免税 拎包入住,海骏达蜀都1号一期北区??2室2厅??67.76平米??北,郫县城区二手房/低楼层(共30层)/2013年建塔楼,独家随时看房,39万,5756 元/m2,26人看过此房
4,观城经典3房 中央空调带地暖 再带豪华车位,观城??3室2厅??88.64平米??东,万象城二手房/中楼层(共33层)/2013年建板塔结合,双庆小学距离4号线万年场站站386米独家随时看房,150万,16923 元/m2,22人看过此房
5,方正套二，明厨明卫，黄金地理，优质学区房，过渡首选,燃灯寺东街14号??2室1厅??55.89平米??东南,双楠二手房/中楼层(共7层)/2000年建板楼,武侯实验小学距离3号线高升桥站442米满五年唯一,52万,9304 元/m2,0人看过此房
6,锦西民园 稀缺精装套三 学区房 送全部家具家电,锦西民园??3室2厅??111.6平米??东南,西南交大二手房/高楼层(共6层)/2003年建板楼,锦西实小独家随时看房,112万,10036 元/m2,22人看过此房
7,首付8万（月供1500），买地铁口装修房（可变套二）,派克公馆??1室1厅??50.63平米??东南,成外二手房/高楼层(共18层)/2011年建塔楼,犀浦实验小学距离2号线金周路站684米独家随时看房,37万,7308 元/m2,31人看过此房
8,一环边上百花邨 精装大套三 顶楼带花园 拎包入住,百花邨??3室2厅??120平米??南,双楠二手房/高楼层(共7层)/2000年建板楼,武侯实验小学距离3号线高升桥站874米满五年唯一,88万,7334 元/m2,0人看过此房
9,衣冠庙地铁口 标准套一 学区房 总价低,金茂礼都??1室1厅??48.3平米??西,华西二手房/低楼层(共25层)/2006年建塔楼,距离3号线衣冠庙站357米独家随时看房,44万,9110 元/m2,60人看过此房
10,精装套四  杨柳河畔  居家首选江南豪宅 ,江南房子??4室2厅??159平米??西南,温江老城二手房/低楼层(共4层)/2006年建板楼,房本满两年,120万,7548 元/m2,26人看过此房
11,二环旁九里堤 低总价精装套一 投资过度好房子,欧波罗??1室1厅??41.75平米??南,九里堤二手房/中楼层(共19层)/2008年建板楼,九里堤小学独家随时看房,35万,8384 元/m2,98人看过此房
12,红枫岭小套三,红枫岭三期??3室2厅??90平米??东南,东郊记忆二手房/高楼层(共28层)/2009年建板塔结合,建设路小学本部房本满两年随时看房,90万,10000 元/m2,238人看过此房
13, 限量版嘉逸花园+精装跃层内跃式套三带书房 地铁口,嘉逸花园??4室2厅??168平米??南,府南新区二手房/中楼层(共11层)/2002年建板楼,实小战旗分校距离4号线西南财大站233米房本满两年,169万,10060 元/m2,19人看过此房
14,誉峰好房源 户型方正 赠送面积大 诚心出售,誉峰西区??4室2厅??200平米??西南,金融城二手房/中楼层(共20层)/2010年建塔楼,距离1号线金融城站1109米房本满两年,430万,21500 元/m2,12人看过此房
15,视野开阔，安静采光非常好,泰和佳园??2室1厅??80平米??南,天府长城二手房/高楼层(共25层)/2006年建塔楼,锦晖小学独家随时看房,78万,9750 元/m2,28人看过此房
16,太古里对门 成都CBD中心  北京房东急售    ,喜年广场A栋??1室0厅??320.53平米??东,合江亭二手房/高楼层(共49层)/2000年建塔楼,距离2号线东门大桥站387米满五年唯一,400万,12480 元/m2,0人看过此房
17,清水大套二   电梯房,南阳锦城香樟阁??2室2厅??91.11平米??南,东升镇二手房/高楼层(共11层)/2008年建板楼,满五年唯一,53万,5818 元/m2,0人看过此房
18,地铁口，依云镇稀缺多层洋房，居家养老首选,依云??4室2厅??156.97平米??东北,温江新城二手房/中楼层(共4层)/2007年建板楼,房本满两年,96万,6116 元/m2,17人看过此房
19,七中旁+简装套二+安静舒适,天府长城丽日清风??2室1厅??85平米??南,天府长城二手房/低楼层(共6层)/2004年建板楼,锦晖小学距离1号线高新站1049米独家随时看房,94万,11059 元/m2,30人看过此房
20,伊藤对面，首付7万，投资、刚需，小户型,楠极地??1室1厅??43.41平米??东 南,双楠二手房/低楼层(共10层)/2004年建板塔结合,石室双楠实验学校房本满两年独家,34万,7833 元/m2,29人看过此房
21,芳草东街二楼带平台花园，居家装修可以直接拧包入住,芳草东街54号??3室2厅??139.33平米??东 西,芳草二手房/低楼层(共7层)/1997年建板楼,芳草小学距离1号线倪家桥站1110米房本满两年,127万,9116 元/m2,19人看过此房
22,时代阳光花园套二好房子安静小区环境好,时代阳光花园??2室2厅??86平米??南,航空路二手房/高楼层(共6层)/2003年建板楼,科华中路小学距离1号线桐梓林站576米满五年唯一,100万,11628 元/m2,0人看过此房
23,一环旁府河内环，出门九眼桥，黄金楼层，周边配套成熟,青和里南段98号??3室2厅??90.04平米??东,合江亭二手房/中楼层(共7层)/1999年建板楼,距离2号线牛王庙站463米房本满两年独家随时看房,92万,10218 元/m2,13人看过此房
24,别出心裁的套三 单价低 钻石2楼 小区没有物管费,百花南街4号??3室2厅??84平米??东,双楠二手房/低楼层(共7层)/1993年建板楼,武侯实验小学距离3号线高升桥站1046米随时看房,68万,8096 元/m2,28人看过此房
25,观南上域 居家精装套三 采光好 全明格局  随时看房,观南上域??3室2厅??128平米??西南,桐梓林二手房/低楼层(共24层)/2008年建板塔结合,桐梓林小学随时看房,205万,16016 元/m2,23人看过此房
26,天府新区 精装大三房 南北通透 中间楼层,戛纳湾滨江??3室2厅??104平米??东南,华阳二手房/低楼层(共32层)/2010年建板楼,房本满两年随时看房,125万,12020 元/m2,3人看过此房
27,北二环边老小区 套二巧变大三房  准拆迁房,玉居庵西路8号院??2室2厅??80.67平米??北,五块石二手房/低楼层(共7层)/2000年建板楼,房本满两年随时看房,68万,8430 元/m2,5人看过此房
28,城南2.5环 新北成熟商圈 润新二期 中庭清水套二,润新花园二期??2室2厅??66平米??南,新北二手房/中楼层(共6层)/2000年建板楼,房本满两年随时看房,53万,8031 元/m2,2人看过此房
29,精装套二 带所有家具家电出售  房东很诚心,水韵天府??2室1厅??83平米??南,五块石二手房/低楼层(共22层)/2006年建板楼,王贾桥小学房本满两年随时看房,67万,8073 元/m2,4人看过此房
,title,where,other,chanquan,price,price-pre,square
0,北二环边老小区 套二巧变大三房  准拆迁房,玉居庵西路8号院??2室2厅??80.67平米??北,五块石二手房/低楼层(共7层)/2000年建板楼,房本满两年随时看房,68万,8430 元/m2,5人看过此房
1,城南2.5环 新北成熟商圈 润新二期 中庭清水套二,润新花园二期??2室2厅??66平米??南,新北二手房/中楼层(共6层)/2000年建板楼,房本满两年随时看房,53万,8031 元/m2,2人看过此房
2,精装套二 带所有家具家电出售  房东很诚心,水韵天府??2室1厅??83平米??南,五块石二手房/低楼层(共22层)/2006年建板楼,王贾桥小学房本满两年随时看房,67万,8073 元/m2,4人看过此房
3,精装套三，难得的109户型，准地铁房交通中心,华润橡树湾A区??3室2厅??54平米??西南,橡树湾二手房/中楼层(共34层)/2013年建板塔结合,思源小学独家随时看房,59万,10926 元/m2,23人看过此房
4,标准套二.中间楼层采光效果好,锦江城市花园二期??2室2厅??72平米??南,三圣乡二手房/中楼层(共34层)/2010年建塔楼,锦江外国语小学房本满两年随时看房,57万,7917 元/m2,2人看过此房
5,二环边 园林大盘 稀缺一楼错层大套三,双楠名城二期??3室2厅??131.37平米??南,红牌楼二手房/低楼层(共6层)/2003年建板楼,距离3号线红牌楼站605米房本满两年随时看房,115万,8754 元/m2,1人看过此房
6,一环内  中医附院旁   黄金四楼  单价低,青羊东二路78号??3室1厅??70.47平米??南,通惠门二手房/中楼层(共6层)/1999年建板楼,距离2号线中医大省医院站568米独家随时看房,60万,8515 元/m2,23人看过此房
7,房子是板式通透户型 客厅、卧室带大阳台 精装修房,神仙树大院四期??4室2厅??161平米??南,神仙树二手房/高楼层(共18层)/2013年建板楼,高新实小旧校区随时看房,270万,16771 元/m2,30人看过此房
8,庭芳苑 精装套二 可变套三 户型方正 钥匙在手随时看,庭芳苑??2室1厅??88.14平米??东 南,一品天下二手房/中楼层(共7层)/2002年建板楼,奥林小学距离2号线蜀汉路东站378米房本满两年独家随时看房,72万,8169 元/m2,15人看过此房
9,绿地楼盘 稀缺LOFT户型,海珀香庭??1室1厅??87.6平米??南,红牌楼二手房/高楼层(共11层)/2010年建板楼,距离3号线红牌楼站859米房本满两年独家随时看房,85万,9704 元/m2,13人看过此房
10,成都花园朗庭园稀缺精装别墅  南北通透 70平米花园,成都花园朗庭园??4室2厅??275.17平米??南,西南财大二手房/低楼层(共3层)/2002年建,花园小学随时看房,550万,19988 元/m2,21人看过此房
11,翔宇苑一期 单价7000多买学区房 套三双卫 ,翔宇苑一期??3室2厅??117.87平米??东南,紫荆二手房/高楼层(共7层)/2007年建板楼,高新实小旧校区距离1号线桐梓林站1026米房本满两年独家随时看房,86万,7297 元/m2,13人看过此房
12,170平河景房 70万豪装 中央空调 全实木家具  ,佳兆业丽晶港??4室2厅??134.86平米??东北,珠江新城二手房/中楼层(共33层)/2012年建板楼,房本满两年独家随时看房,163万,12087 元/m2,2人看过此房
13,一环边 精装大套二 单价低 总价少 投资自己住都可以,都市人家一期??2室1厅??73平米??东南,抚琴小区二手房/高楼层(共7层)/2000年建板楼,金琴路小学距离2号线蜀汉路东站1069米房本满两年独家随时看房,54万,7398 元/m2,15人看过此房
14,仁和稀缺客厅带阳台通透清水套三 总价低,春天大道??3室2厅??133平米??东 西,光华大道沿线二手房/中楼层(共18层)/2009年建板塔结合,随时看房,88万,6617 元/m2,29人看过此房
15,一楼跳楼价清水出售。,东麓驿境三期??2室2厅??88.89平米??西南,龙泉驿城区二手房/低楼层(共18层)/2015年建板楼,龙泉实验小学房本满两年独家随时看房,53万,5963 元/m2,12人看过此房
16, 外双楠鹭岛社区旁 六楼到顶 送花园和装修 随时可看,美丽星??2室2厅??108平米??东,外双楠二手房/高楼层(共5层)/2003年建板楼,龙祥路小学房本满两年独家随时看房,104万,9630 元/m2,11人看过此房
17,产权128平米套三双卫+端头位置+清水房,中铁西郡英华一期??3室2厅??124.1平米??东南,红光二手房/高楼层(共8层)/2012年建板塔结合,思源小学房本满两年独家随时看房,74万,5963 元/m2,5人看过此房
18,南府锦 跃层套三 保养装修好 拎包入住,南府锦??3室1厅??132平米??东南,九眼桥二手房/高楼层(共18层)/2004年建板塔结合,娇子小学随时看房,138万,10455 元/m2,129人看过此房
19,锦江区稀缺户型 精装套三双卫 纯住宅小区 带车位出售,大王钰城小区??3室2厅??111.4平米??东南,红星路二手房/中楼层(共28层)/2014年建塔楼,天涯石昭忠祠分校距离4号线市二医院站685米独家,168万,15081 元/m2,32人看过此房
20,双楠回归线 精装套二 满两年 不临街视野好,双楠回归线??2室2厅??67.3平米??西南,红牌楼二手房/中楼层(共11层)/2003年建板楼,距离3号线红牌楼站1057米独家,66万,9807 元/m2,52人看过此房
21,超大赠送  客厅带阳台和书房  朝南对中庭 树德学区,蓝光COCO金沙一期??2室2厅??66.4平米??南,外金沙二手房/高楼层(共18层)/2014年建板楼,金沙小学清波校区距离4号线清江西路站913米独家,75万,11296 元/m2,37人看过此房
22,紧挨地铁口，朝南对中庭，想要拎包入住的客户看这里,上东一号一期??2室1厅??71.86平米??南,动物园二手房/高楼层(共18层)/2008年建板塔结合,北新实验小学独家,61万,8489 元/m2,34人看过此房
