27,外双楠 大悦城旁精装舒适套三 单价低于周边小区均价,双楠映象??3室2厅??135.45平米??东南,红牌楼二手房/中楼层(共10层)/2009年建板楼,独家随时看房,116万,8565 元/m2,28人看过此房
28,精装套二 对中庭 采光好 可拎包入住,皇经花园A区??2室2厅??73.22平米??北,琉璃场二手房/高楼层(共6层)/2005年建板塔结合,盐道街小学得胜分校满五年唯一,59万,8058 元/m2,14人看过此房
29,地铁口电梯小区+精装修+送家具家电+房东急售,中铁伊萨贝拉??3室2厅??92.53平米??南,犀浦二手房/高楼层(共26层)/2010年建板楼,大田学校房本满两年随时看房,63万,6809 元/m2,29人看过此房
,title,where,other,chanquan,price,price-pre,square
0,正对中庭 朝东向 精装修 7号线地铁口 送家具家电,丽景华庭二期??1室0厅??40平米??南,外双楠二手房/中楼层(共16层)/2006年建板楼,川大附小清水河校区房本满两年随时看房,36万,9000 元/m2,35人看过此房
1,标准套二 家具家电全送 地铁公交出门就到 就读战小,金沙岁月??2室1厅??55平米??南,府南新区二手房/低楼层(共12层)/2005年建板楼,实小战旗分校距离4号线文化宫站359米房本满两年随时看房,44万,8000 元/m2,23人看过此房
2,草小学区房 便宜的,浣花长乐坊??2室1厅??78平米??南,浣花溪二手房/中楼层(共4层)/2006年建塔楼,房本满两年随时看房,84万,10770 元/m2,31人看过此房
3,中装套三，户型完美，低价超值,合能四季城一期??3室2厅??90.15平米??东,犀浦二手房/中楼层(共29层)/2013年建板塔结合,大田学校房本满两年随时看房,57万,6323 元/m2,22人看过此房
4,高层朝南 综合对比 投资过渡都是不错的选择,加怡名城??1室1厅??52.05平米??南,龙湾二手房/高楼层(共17层)/2009年建板塔结合,川大附小清水河校区房本满两年随时看房,47万,9030 元/m2,115人看过此房
5,内金沙地铁口旁，稀缺精装套二，有学区，正读金沙小学,中大君悦金沙四期??2室2厅??83.45平米??南,西单二手房/高楼层(共26层)/2011年建塔楼,金沙小学距离4号线清江西路站154米房本满两年,125万,14980 元/m2,31人看过此房
6,新上好房 套四户型 安静不临街 距离地铁近,四季花城??4室2厅??137平米??北,广福桥二手房/中楼层(共21层)/2003年建塔楼,石室双楠实验学校距离3号线高升桥站505米房本满两年,140万,10219 元/m2,7人看过此房
7,黄金四楼 精装套二 带壁暖 前后不临街 ,九里欣园??2室2厅??68平米??南,九里堤二手房/中楼层(共6层)/2002年建板楼,九里堤小学房本满两年,63万,9265 元/m2,63人看过此房
8,首付25万买学区套三，拎包入住，免3万3的增值税，学,清水河畔??3室2厅??97平米??南,外金沙二手房/中楼层(共23层)/2008年建板塔结合,草堂小学西区距离4号线清江西路站789米房本满两年,85万,8763 元/m2,44人看过此房
9,大套二、商业中心地段、先到先得,瑞泰锦城??2室2厅??84.6平米??东南,五大花园二手房/低楼层(共16层)/2007年建板楼,晋阳小学满五年唯一独家,80万,9457 元/m2,10人看过此房
10,心灵家园朝南精装套二、诚心出售,心灵家园??2室1厅??85平米??南,外光华二手房/低楼层(共20层)/2013年建板楼,同辉小学距离4号线中坝站709米房本满两年,83万,9765 元/m2,95人看过此房
11,地铁旁摩根中心套二带中央空调 双阳台设计 通透户型 ,摩根中心??2室1厅??88.7平米??东北,九眼桥二手房/高楼层(共40层)/2010年建板塔结合,教师进修校附小距离2号线牛市口站350米房本满两年,95万,10711 元/m2,33人看过此房
12,人民公园地铁房,西府少城??2室2厅??83.05平米??东南,人民公园二手房/中楼层(共33层)/2010年建板塔结合,蜀华分校小学部距离4号线宽窄巷子站954米房本满两年,135万,16256 元/m2,92人看过此房
13,黄金3楼，套三双卫，一梯两户，住家装修，明厨明卫,蓝色空间蓝宇??3室2厅??127.42平米??东南,花照壁二手房/中楼层(共6层)/2000年建板楼,行知小学房本满两年随时看房,112万,8790 元/m2,14人看过此房
14,实用两房尽享三口之家的乐趣，触碰幸福的温度,华西花园一期??2室2厅??86平米??西北,万年场二手房/高楼层(共16层)/2010年建板楼,房本满两年随时看房,60万,6977 元/m2,15人看过此房
15,简装套二好房，顶楼带花园,首创东公元??2室2厅??86平米??西,龙泉驿城区二手房/高楼层(共34层)/2012年建板塔结合,距离2号线界牌站973米房本满两年独家随时看房,56万,6512 元/m2,32人看过此房
16,电梯大套一，居家装修。,双楠尊邸??1室1厅??68.5平米??南,广福桥二手房/中楼层(共18层)/2006年建板塔结合,石室双楠实验学校距离3号线高升桥站525米房本满两年独家随时看房,75万,10949 元/m2,26人看过此房
17,简单装修，宜居套二，黄金楼层，买学区房+地铁房，好棒,交大卡布里城??2室2厅??89平米??东南,犀浦二手房/高楼层(共25层)/2009年建板楼,犀浦外国语学校房本满两年独家随时看房,50万,5618 元/m2,27人看过此房
18,永辉楼上标准精装套二，户型方正，房东急售。,中森光华1号??2室1厅??78平米??南,温江新城二手房/中楼层(共26层)/2012年建板楼,房本满两年独家随时看房,43万,5513 元/m2,40人看过此房
19,精装套二.南北朝向.黄金楼层离地铁5分钟,西区花园花园洋房??2室2厅??85.9平米??东南,犀浦二手房/高楼层(共6层)/2004年建板楼,犀浦实验小学距离2号线天河路站527米房本满两年独家随时看房,56万,6520 元/m2,27人看过此房
20,"小户型，采光好，方正三圣1变2,49平米3人世界",锦江城市花园一期??1室1厅??49平米??南,三圣乡二手房/高楼层(共34层)/2009年建塔楼,锦江外国语小学房本满两年独家随时看房,43万,8776 元/m2,75人看过此房
21,地铁口 学区房 一楼带超大花园 位置中庭不临街,橙郡一期??3室2厅??110.03平米??南,中海国际二手房/低楼层(共17层)/2007年建板塔结合,西芯小学房本满两年独家随时看房,95万,8635 元/m2,86人看过此房
22,建设路清水套二 打造自己的温馨小资生活,东篱居二期??2室2厅??85.92平米??南,SM广场二手房/高楼层(共18层)/2007年建板楼,建设路小学本部房本满两年独家随时看房,82万,9544 元/m2,67人看过此房
23,学区房，中庭位置，通透大气户型，全明格局,双楠所有阳光??3室2厅??128平米??南,外双楠二手房/中楼层(共11层)/2003年建板楼,川大附小西区房本满两年独家随时看房,115万,8985 元/m2,31人看过此房
24,来电预约看房才是您购房的第一步~5744      ,和祥瑞苑??3室2厅??135平米??东南,三圣乡二手房/低楼层(共11层)/2008年建塔楼,锦江外国语小学房本满两年独家随时看房,140万,10371 元/m2,80人看过此房
25,西二环内，府南新区高架旁，大气套三双卫，业主诚售。,西城家园??3室2厅??131平米??南,府南新区二手房/高楼层(共7层)/2000年建板楼,浣花小学距离4号线西南财大站432米房本满两年独家随时看房,100万,7634 元/m2,22人看过此房
26,内双楠 菊园小区 正对中庭 完全不临街 标准套三户型,菊园??3室1厅??76.03平米??南,双楠二手房/高楼层(共7层)/2002年建板塔结合,房本满两年独家随时看房,55万,7234 元/m2,44人看过此房
27,龙湖中装套二 黄金楼层  实惠底价 户型方正,龙湖北城天街二期??2室2厅??81平米??南,五块石二手房/低楼层(共23层)/2013年建板塔结合,五块石小学房本满两年独家随时看房,78万,9630 元/m2,61人看过此房
28,豪装套三双卫 有车位 南北通透不临街 地铁口学区房,祥域??3室2厅??134.78平米??东北,西单二手房/低楼层(共26层)/2009年建塔楼,金沙小学距离4号线清江西路站471米独家,205万,15210 元/m2,23人看过此房
29,我们是风制造的形状，新上鹭岛水晶公寓大平层限时出售,鹭岛国际一二期??4室2厅??241平米??东南,外双楠二手房/低楼层(共14层)/2006年建板楼,龙祥路小学房本满两年独家,330万,13693 元/m2,23人看过此房
,title,where,other,chanquan,price,price-pre,square
0,西子香荷新出 经典套三 20万精装 对中庭,中铁西子香荷??3室1厅??87平米??西,光华泡小二手房/低楼层(共33层)/2010年建板塔结合,泡小西区随时看房,153万,17587 元/m2,111人看过此房
1,正读泡小，有名额，精装套二全朝南，户型方正，诚售,橙花风景??2室2厅??89.38平米??南,光华泡小二手房/高楼层(共25层)/2008年建塔楼,泡小西区随时看房,110万,12308 元/m2,35人看过此房
2,近地铁 学区未用 单价便宜 南北全明户型 急售,中大君悦金沙五期??2室2厅??83.06平米??南,西单二手房/低楼层(共23层)/2012年建板楼,金沙小学距离4号线清江西路站127米房本满两年独家,123万,14809 元/m2,40人看过此房
3,铸信唯一141户型清水单产权，对中庭有名额，行动啦！,铸信境界??3室2厅??141平米??北,贝森二手房/高楼层(共28层)/2009年建塔楼,泡小境界分校距离4号线清江西路站1076米随时看房,150万,10639 元/m2,47人看过此房
4,城南一号主力户型 有学位 双车位 南北通透 ,中海城南一号??4室2厅??184.69平米??南,金融城二手房/高楼层(共24层)/2012年建板塔结合,泡小天府距离1号线金融城站545米随时看房,475万,25719 元/m2,34人看过此房
5,保利中心，稀缺户型，精装套四，诚意出售,保利中心??3室1厅??130平米??南,棕北二手房/中楼层(共38层)/2013年建塔楼,棕北小学距离1号线倪家桥站382米随时看房,240万,18462 元/m2,35人看过此房
6,品质楼盘 带双露台花园 双储物间 挑高入户 仅此一套,翡翠城三期??3室2厅??134平米??南,东湖二手房/低楼层(共32层)/2008年建板楼,成师附小华润分校随时看房,245万,18284 元/m2,42人看过此房
7,楼王位置，低于市场价20万,桐梓林壹号??4室2厅??140.26平米??南 北,城南宜家二手房/高楼层(共27层)/2015年建板楼,距离1号线火车南站站1020米随时看房,225万,16042 元/m2,68人看过此房
8,河景豪宅河边上 围绕府南河 视野好 产权清晰 诚心卖,时代豪庭四期??3室2厅??218.4平米??西北,合江亭二手房/低楼层(共43层)/2011年建板塔结合,锦官驿小学距离2号线东门大桥站391米随时看房,450万,20605 元/m2,36人看过此房
9,西单对面稀缺精装 中庭不临街套三 带保姆间 学区房,二十一世纪花园一、二期??3室2厅??132.75平米??南,贝森二手房/中楼层(共8层)/2003年建板楼,青羊实验附小距离4号线清江西路站476米随时看房,113万,8513 元/m2,32人看过此房
10,押证速效 房东诚心出售 中庭楼王 居家装修60万,时代晶科名苑??3室2厅??151.23平米??西北,市一医院二手房/中楼层(共20层)/2013年建塔楼,距离1号线高新站521米房本满两年独家,215万,14217 元/m2,32人看过此房
11,中铁西城西苑 经典跃层 已搭建好 赠送面积大,中铁西城西苑??3室2厅??93平米??南 北,外光华二手房/中楼层(共17层)/2014年建板塔结合,草堂子美校区距离4号线中坝站103米随时看房,121万,13011 元/m2,40人看过此房
12,泰和佳园精装套三 采光好 朝南 ,泰和佳园??3室2厅??120.3平米??南,天府长城二手房/中楼层(共25层)/2006年建塔楼,锦晖小学房本满两年独家,115万,9560 元/m2,37人看过此房
13,中海金沙府，新出199户型，豪华装修带双车位！,中海金沙府??4室2厅??199平米??南,金沙二手房/中楼层(共31层)/2012年建板楼,距离4号线清江西路站841米房本满两年独家,375万,18845 元/m2,27人看过此房
14,坐落于东大街CBD金融街，地铁2号线，占据成都核心腹,恒大都汇华庭??3室2厅??128平米??北,合江亭二手房/中楼层(共50层)/2015年建板楼,龙王庙小学距离2号线春熙路站405米房本满两年独家,275万,21485 元/m2,25人看过此房
15,南门地铁口.学区房. 交通方便，配套成熟，安静，朝南,芳草地??3室2厅??145.93平米??南,桐梓林二手房/中楼层(共8层)/2004年建板楼,桐梓林小学距离1号线桐梓林站374米房本满两年随时看房,145万,9937 元/m2,81人看过此房
16,南北通透 送10平米空中大阳台 明厨明卫,康河郦景三期??3室2厅??147平米??南 北,双楠二手房/低楼层(共18层)/2008年建板塔结合,武侯实验小学随时看房,182万,12381 元/m2,38人看过此房
17,【南北通透】双【阳台】舒适【大三房】,东景苑??3室1厅??94.71平米??南 西南,SM广场二手房/中楼层(共6层)/板楼,满五年唯一随时看房,85万,8975 元/m2,5人看过此房
18,橄榄郡一楼花园房,橄榄郡??3室2厅??109.5平米??东,新都城区二手房/低楼层(共6层)/2008年建板楼,香城小学满五年唯一随时看房,76万,6941 元/m2,13人看过此房
19,东山学区房 套二开发商装修 拎包入住,东山国际新城E区??2室2厅??84.27平米??东南,东山二手房/中楼层(共18层)/2009年建板塔结合,龙泉三小满五年唯一随时看房,49万,5815 元/m2,3人看过此房
20,精装 现代风格 有钥匙 随时看,蓝光香瑞湖??3室2厅??107平米??南,光华大道沿线二手房/中楼层(共17层)/2009年建,满五年唯一随时看房,95万,8879 元/m2,2人看过此房
21,IT职业、设计专员、年轻人的首选，给你无限的创意灵感,元益花园??3室1厅??60平米??南,外光华二手房/高楼层(共21层)/2014年建板楼,同辉小学距离4号线成都西站站147米独家随时看房,70万,11667 元/m2,32人看过此房
22,简装大套三 地铁房 户型非常方正 采光好 ,兴元华盛1期??3室2厅??123平米??东,驷马桥二手房/中楼层(共18层)/2008年建板塔结合,双水碾小学满五年唯一随时看房,92万,7480 元/m2,7人看过此房
23,温馨小套一，可改套二，满二年咯哦,人居都市阳光??1室1厅??61平米??南,蛟龙港二手房/高楼层(共14层)/2010年建板塔结合,满五年唯一随时看房,37万,6066 元/m2,16人看过此房
24,碧园公寓，精装套五，带超大花园环境优美，绝版电梯多层,碧园公寓??5室2厅??192.46平米??南,花牌坊二手房/高楼层(共7层)/2004年建板楼,石笋街小学西区满五年唯一,242万,12575 元/m2,7人看过此房
25,一楼跃层带花园 安静不临街             ,海棠名居??3室2厅??137平米??南 北,万象城二手房/低楼层(共6层)/2004年建板楼,满五年唯一,135万,9855 元/m2,6人看过此房
26,首付27万买龙泉玺印上院精装套四跃层房，拎包入住,玺印上院??3室2厅??137平米??东北,龙泉驿城区二手房/高楼层(共6层)/2006年建板塔结合,距离2号线龙平路站536米满五年唯一,90万,6570 元/m2,7人看过此房
27,居家装修 户型大气 客厅赠送16平米大阳台 急售,正成名城左岸??3室2厅??119.7平米??西南,红光二手房/高楼层(共26层)/2008年建塔楼,思源小学满五年唯一,63万,5264 元/m2,11人看过此房
28,全中庭 带花园  带车位,花间兰庭??3室2厅??94.75平米??西,外双楠二手房/中楼层(共14层)/2009年建板楼,房本满两年独家随时看房,105万,11082 元/m2,33人看过此房
29,高新芳草 牡丹御园 精装套四 南北通透 对中庭 可看,牡丹御园??4室2厅??138.68平米??南,芳草二手房/中楼层(共7层)/2002年建板塔结合,芳草小学距离3号线衣冠庙站1067米房本满两年随时看房,119万,8581 元/m2,20人看过此房
,title,where,other,chanquan,price,price-pre,square
0,锦江区，地铁口！简装修小套二，厅大朝南，投资自住都可,锦江城市花园二期??2室1厅??51.14平米??西南,三圣乡二手房/低楼层(共34层)/2010年建塔楼,锦江外国语小学房本满两年独家随时看房,43万,8409 元/m2,19人看过此房
1,万景峰+精装修+主城区户口+学区房+送家具家店,万景峰一期??3室2厅??86.87平米??南,红光二手房/低楼层(共33层)/2012年建板楼,房本满两年独家随时看房,56万,6447 元/m2,14人看过此房
2,傲城精装套二 保证您看得上！诚心出售，免税，随时看房,傲城??2室2厅??76平米??西南,犀浦二手房/中楼层(共31层)/2015年建板楼,大田学校房本满两年独家随时看房,55万,7237 元/m2,14人看过此房
3,房子保养的很好，采光通风也超棒，诚心急售，物有所值！,仁恒滨河湾??4室2厅??226平米??南,东大路二手房/高楼层(共30层)/2016年建板楼,成师附小慧源校区距离2号线东大路站454米房本满两年随时看房,500万,22124 元/m2,19人看过此房
4,【专属维护人，实地看过】顶跃带花园，全明户型，有车位,春天花园??5室2厅??226平米??南,浣花溪二手房/高楼层(共5层),房本满两年随时看房,490万,21682 元/m2,18人看过此房
5,花园中庭经典三房  视野开阔 俯瞰小区绿化,蜀都花园??3室2厅??131.27平米??南,水碾河二手房/高楼层(共22层)/2003年建板楼,教师进修校附小距离4号线玉双路站849米房本满两年独家随时看房,132万,10056 元/m2,14人看过此房
6,温江尚西花郡  房东诚心出售 满2年  户型方正 ,尚西花郡??3室2厅??130平米??南,花都大道二手房/低楼层(共22层)/2001年建板楼,温江光华实验小学房本满两年随时看房,60万,4616 元/m2,42人看过此房
7,花园洋房顶楼  南北通透  保养的非常好,翡翠城二期??5室2厅??191.14平米??西,东湖二手房/高楼层(共5层)/2006年建塔楼,成师附小华润分校房本满两年随时看房,520万,27206 元/m2,33人看过此房
8,金沙稀缺别墅好房 临河对中庭 安静,雍锦湾??3室2厅??247.32平米??南,金沙二手房/低楼层(共4层)/2007年建,金沙小学距离4号线清江西路站1160米房本满两年随时看房,590万,23856 元/m2,35人看过此房
9,精装大户型空房跃层，实木装修，带阳光房和屋顶花园,东山国际新城E区??3室2厅??150平米??东南,东山二手房/高楼层(共18层)/2009年建板塔结合,龙泉三小房本满两年随时看房,100万,6667 元/m2,70人看过此房
10,派克公馆一梯一户 清水套三 顶跃 30平米露台,派克公馆??3室2厅??157.57平米??东南,成外二手房/高楼层(共14层)/2008年建板塔结合,犀浦实验小学距离2号线金周路站821米房本满两年随时看房,120万,7616 元/m2,18人看过此房
11,单价3900买五大花园+投资首选+地铁房+生活方便,红运花园佳苑??4室2厅??176平米??东南,五大花园二手房/中楼层(共7层)/1999年建板楼,房本满两年随时看房,68万,3864 元/m2,91人看过此房
12,豪华清水跃三层套四，正看沙河视野超棒，读名校，环境好,中房蓝水湾??4室2厅??162.9平米??南,李家沱二手房/高楼层(共18层)/2007年建塔楼,电子科大附小房本满两年随时看房,178万,10927 元/m2,41人看过此房
13,低首付买学区房  带双平台花园  ,龙安街2号??3室2厅??109平米??东北,外双楠二手房/低楼层(共6层)/2000年建板楼,川大附小清水河校区房本满两年随时看房,81万,7432 元/m2,45人看过此房
14,豪装套四带车位出售 ,桐梓林欧城??3室2厅??180.85平米??南,桐梓林二手房/高楼层(共21层)/2009年建塔楼,桐梓林小学距离1号线桐梓林站873米房本满两年随时看房,314万,17363 元/m2,35人看过此房
15,华润二十四城二期跃层，赠送下来160平米，带80平米,华润二十四城二期??4室2厅??80.97平米??东 西,万象城二手房/高楼层(共32层)/2011年建塔楼,石室小学距离4号线万年场站站155米房本满两年随时看房,210万,25936 元/m2,76人看过此房
16,新界中庭带前后花园的精装房 美式装修 实得400平,新界三期??4室2厅??177平米??东南,红牌楼二手房/低楼层(共8层)/2011年建板楼,距离3号线太平园站713米房本满两年随时看房,360万,20339 元/m2,38人看过此房
17,豪装套四 送80平米大阳台 送60万装修带家具家电 ,百仁安盛??3室2厅??187.97平米??西南,高家庄二手房/低楼层(共18层)/2008年建板楼,迎宾路小学房本满两年随时看房,185万,9842 元/m2,71人看过此房
18,清水别墅， 装修方便， 2.5环位置好， 治安好,中央花园新城市别墅（M区、Z区、R区）??5室2厅??288平米??东南,五大花园二手房/低楼层(共1层)/1998年建,房本满两年随时看房,350万,12153 元/m2,49人看过此房
19,永海楠宝石 精装套一 户型方正 带大阳台,楠宝石??1室1厅??45.92平米??东 南,双楠二手房/中楼层(共15层)/2006年建板楼,房本满两年随时看房,47万,10236 元/m2,37人看过此房
20,锦州花园 电梯房，简装套二，户型方正，带阳台,锦州花园??2室1厅??87.3平米??东,三官堂二手房/低楼层(共11层)/2004年建板楼,满五年唯一,87万,9966 元/m2,1人看过此房
21,龙潭寺满五唯一房，精装修，拎包入住,北湖龙珠??2室2厅??80.15平米??西北,龙潭寺二手房/低楼层(共33层)/板楼,满五年唯一,55万,6863 元/m2,2人看过此房
22,大甩卖了，一环滨江路，合江亭府河边，投资套二,滨江东路230号??2室1厅??51.4平米??南,合江亭二手房/高楼层(共6层)/板楼,满五年唯一独家随时看房,58万,11285 元/m2,4人看过此房
23,184平米超大套三户型 全面看府南河，房屋装干净清爽,锦川楼??4室1厅??184平米??南,合江亭二手房/高楼层(共19层)/1999年建板楼,锦官驿小学距离2号线春熙路站221米满五年唯一随时看房,158万,8587 元/m2,5人看过此房
24,五楼到顶 带70平顶楼花园 20平阳台 就是个花园大,新龙苑东区??2室1厅??69.23平米??南,新华公园二手房/中楼层(共7层)/2003年建板楼,成华小学独家随时看房,90万,13001 元/m2,24人看过此房
25,投资回报率比较高的好房子，价格低，回报率高,交大花园武侯小区??4室2厅??140平米??东北,五大花园二手房/高楼层(共7层)/2000年建板楼,满五年唯一随时看房,76万,5429 元/m2,4人看过此房
26,英郡二期 板式通透 清水带车位 自己装修 2016-,英郡二期??4室1厅??182平米??南,新会展二手房/低楼层(共18层)/2010年建板塔结合,世纪城南路学校距离1号线天府三街站357米房本满两年独家随时看房,220万,12088 元/m2,12人看过此房
27,安静套三 可改套四 一环边上 学区房 离地铁口5分钟,城北小区??4室2厅??141.58平米??东南,金牛万达二手房/中楼层(共7层)/2000年建板楼,解北一小房本满两年独家随时看房,96万,6781 元/m2,14人看过此房
28,时代印象 精装地铁房 才装修1年多 省事省力省心房 ,时代印象??1室0厅??43.9平米??西北,草市街二手房/中楼层(共14层)/2005年建板楼,双眼井小学距离4号线太升南路站658米房本满两年独家随时看房,43万,9795 元/m2,33人看过此房
29,恒大精装93㎡空房，双证齐全，看房方便。,恒大绿洲??2室2厅??93平米??西北,大面二手房/中楼层(共32层)/2011年建板塔结合,房本满两年随时看房,63万,6775 元/m2,40人看过此房
,title,where,other,chanquan,price,price-pre,square
0,稀缺Loft正对小区中庭 可改套二,香榭国际??1室1厅??36.35平米??北,中和二手房/中楼层(共13层)/2012年建板塔结合,新城学校房本满两年独家随时看房,34万,9354 元/m2,45人看过此房
1,标准套一，交通方便，小区环境优雅,西景花园??1室1厅??49平米??南,一品天下二手房/高楼层(共9层)/2004年建塔楼,奥林小学距离2号线蜀汉路东站388米房本满两年独家随时看房,40万,8164 元/m2,39人看过此房
2,浣花溪畔 精装套一 中庭不临街 拎包入住,纳米爱邸??1室1厅??53.5平米??南,双楠二手房/中楼层(共17层)/2005年建板塔结合,武侯实验小学房本满两年独家随时看房,44万,8225 元/m2,69人看过此房
3,新上世纪朝阳东南向全新精装修三居 满五唯一无税急售,世纪朝阳??3室2厅??122.81平米??东南,九眼桥二手房/高楼层(共26层)/2005年建塔楼,娇子小学距离2号线牛王庙站457米房本满两年独家,162万,13192 元/m2,13人看过此房
4,钻石二楼，前后中庭，南北通透，学区房，有车位单卖,名都苑??3室2厅??147平米??南,双楠二手房/低楼层(共6层)/2002年建板楼,石室双楠实验学校距离3号线高升桥站1057米房本满两年,165万,11225 元/m2,10人看过此房
5,文家东巷待拆迁3居，总价低，可投资，可住家,文家东巷2-18号??3室1厅??69.73平米??南,沙湾二手房/中楼层(共8层)/1995年建板楼,满五年唯一随时看房,57万,8175 元/m2,8人看过此房
6,精装套二全明格局 带150㎡花园有假山 有花草有果树,金色花园一期??2室1厅??77.67平米??西南,红牌楼二手房/中楼层(共7层)/2003年建板楼,距离3号线红牌楼站1178米房本满两年独家随时看房,102万,13133 元/m2,11人看过此房
7,低总价  唯一套二可改套三户型 稀缺  拎包入住,劲力蓝色理想??2室2厅??87平米??南 北,航天二手房/低楼层(共26层)/2006年建板塔结合,龙泉四小满五年唯一随时看房,48万,5518 元/m2,6人看过此房
8,多层洋房 5跃6 南北通透 带50平米私家花园 ,七彩花都B区一期??3室2厅??138.4平米??南,花都大道二手房/高楼层(共5层)/2007年建板楼,温江光华实验小学房本满两年独家随时看房,74万,5347 元/m2,17人看过此房
9,户型方正 客厅带大阳台 楼层适合 带三个阳台,龙门镇??2室2厅??86.35平米??北,沙湾二手房/低楼层(共33层)/2013年建塔楼,铁二院小学距离1号线人民北路站1084米独家随时看房,88万,10192 元/m2,41人看过此房
10,时代丽都美语 毗邻丽都公园 精装套三 南北通透,时代丽都美语??3室2厅??133.54平米??南,丽都二手房/中楼层(共11层)/2005年建塔楼,红牌楼小学距离3号线太平园站943米满五年唯一,135万,10110 元/m2,2人看过此房
11,楼王位置黄金楼层 全面对中庭 南北通透套三拎包入住,优品尚东??3室2厅??128.1平米??南,万年场二手房/高楼层(共11层)/2007年建板塔结合,满五年唯一,138万,10773 元/m2,5人看过此房
12,地铁口次新小区套三价格美丽,金林俊景??3室2厅??89.19平米??南,五大花园二手房/中楼层(共17层)/2009年建板楼,龙祥路小学随时看房,80万,8970 元/m2,22人看过此房
13,天鹅湖套二精装地铁房，中间楼层，投资，刚需型自住,天鹅湖北苑??2室2厅??79平米??西北,新会展二手房/中楼层(共31层)/2007年建板塔结合,距离1号线世纪城站318米独家随时看房,85万,10760 元/m2,108人看过此房
14,精品学区房 龙湖经典大套三 赠送可抵公摊 真正拎包入,龙湖三千里B区二期??3室2厅??134平米??东北,SM广场二手房/高楼层(共33层)/2009年建塔楼,建设路小学本部独家随时看房,160万,11941 元/m2,53人看过此房
15,清水房  视野好 川师旁边 7号线 川师站出口 ,德馨苑??4室2厅??152.22平米??东南,川师二手房/中楼层(共32层)/2011年建塔楼,菱窼路小学随时看房,198万,13008 元/m2,27人看过此房
16,交大沃尔玛+地铁7号线+精装三房+业主自住装修保养好,锦城名都??3室2厅??111.98平米??东南,营门口二手房/中楼层(共32层)/2009年建板塔结合,独家随时看房,132万,11788 元/m2,81人看过此房
17,体院对面 中庭两居 全新装修 拎包入住 可直接落户 ,香月楠岸??2室2厅??91.63平米??南,双楠二手房/高楼层(共21层)/2009年建板塔结合,武侯实验小学距离3号线高升桥站678米独家随时看房,96万,10477 元/m2,58人看过此房
18,装修花费40W　保养好　诚心出售　直接入住,阳光春天??3室2厅??137平米??南,火车南站二手房/中楼层(共18层)/2008年建塔楼,科华中路小学独家随时看房,146万,10657 元/m2,36人看过此房
19,地铁4号线旁 精装2房 从未入住 ,保利香槟光华??2室1厅??59.03平米??西,万家湾二手房/高楼层(共18层)/2000年建板楼,实小西区距离4号线中坝站911米独家随时看房,72万,12198 元/m2,32人看过此房
20,新上73平经典户型、不临街。直接入住！,锦城名都??2室1厅??73.66平米??西南,营门口二手房/低楼层(共33层)/2008年建板塔结合,独家随时看房,80万,10861 元/m2,90人看过此房
21,泊景湾 高层精装朝南套二 端头位置 采光好,泊景湾??2室2厅??86.68平米??南,龙湾二手房/高楼层(共18层)/2008年建板塔结合,川大附小清水河校区独家随时看房,115万,13268 元/m2,62人看过此房
22,标准套二顶楼带房子，买一层送一层，投资居家都是好选择,星辉中路14号??2室1厅??68平米??南 北,马鞍路二手房/高楼层(共7层)/2000年建板楼,距离4号线太升南路站1156米满五年唯一,65万,9559 元/m2,4人看过此房
23,红牌楼丽都世家精装全配套二，客厅带大阳台，拎包入住,丽都世家B区??2室1厅??75平米??南,丽都二手房/中楼层(共17层)/2014年建板楼,距离3号线太平园站410米独家随时看房,99万,13200 元/m2,44人看过此房
24,西城天下125平米，东南朝向，精装修套三，主卧带阳台,西城天下??3室2厅??125平米??东南,茶店子二手房/低楼层(共31层)/2009年建板塔结合,茶店子小学南区距离2号线羊犀立交站350米独家随时看房,135万,10800 元/m2,35人看过此房
25,华润六期 套三双卫 黄金楼层 精装空房 从未住过人,华润二十四城六期??3室1厅??96平米??东北,万象城二手房/中楼层(共27层)/2016年建板塔结合,距离4号线万年场站站73米独家随时看房,148万,15417 元/m2,94人看过此房
26,石油苑单位房200平米平台花园精装修 可拎包入住,石油苑??2室2厅??97.24平米??西北,猛追湾二手房/低楼层(共18层)/2009年建板塔结合,距离3号线前锋路站452米独家随时看房,138万,14192 元/m2,32人看过此房
27,红牌楼楠丽湾70年产权精装标间 地铁三号线附近,楠丽湾??2室1厅??30.35平米??南,红牌楼二手房/中楼层(共13层)/2005年建板楼,距离3号线红牌楼站139米独家随时看房,39万,12851 元/m2,38人看过此房
28,送楼超大楼顶花园，标准套三，地铁房,锦翠北苑??3室2厅??101平米??南,武侯立交二手房/高楼层(共6层)/板楼,满五年唯一,75万,7426 元/m2,2人看过此房
29,柳城阳光精装套二 跃层 诚意出售,柳城阳光??2室2厅??73.28平米??南,温江大学城二手房/高楼层(共11层)/2007年建板楼,满五年唯一,42万,5732 元/m2,9人看过此房
,title,where,other,chanquan,price,price-pre,square
0,地铁口 万达旁 稀缺标准套三 楼王位置 朝南对中庭,光华逸家??3室2厅??93平米??南,外光华二手房/高楼层(共22层)/2012年建板楼,同辉小学距离4号线中坝站370米独家随时看房,123万,13226 元/m2,78人看过此房
